ID,ID_STATE,CITY,COUNTY,LATITUDE,LONGITUDE
18208,33,Constantia,Oswego,43,-76
18209,33,Coopers Plains,Steuben,42,-77
18210,33,Cooperstown,Otsego,43,-75
18211,33,Copake,Columbia,42,-74
18212,33,Copake Falls,Columbia,42,-74
18213,33,Copenhagen,Lewis,44,-76
18214,33,Copiague,Suffolk,41,-73
18215,33,Coram,Suffolk,41,-73
18216,33,Corbettsville,Broome,42,-76
18217,33,Corfu,Genesee,43,-78
18218,33,Corinth,Saratoga,43,-74
18219,33,Corning,Steuben,42,-77
18220,33,Cornwall,Orange,41,-74
18221,33,Cornwall On Hudson,Orange,41,-74
18222,33,Cornwallville,Greene,42,-74
18223,33,Corona,Queens,41,-74
18224,33,Cortland,Cortland,43,-76
18225,33,Cortlandt Manor,Westchester,41,-74
18226,33,Cossayuna,Washington,43,-73
18227,33,Cottekill,Ulster,42,-74
18228,33,Cowlesville,Wyoming,43,-78
18229,33,Coxsackie,Greene,42,-74
18230,33,Cragsmoor,Ulster,42,-74
18231,33,Cranberry Lake,Saint Lawrence,44,-75
18232,33,Craryville,Columbia,42,-74
18233,33,Crittenden,Erie,43,-78
18234,33,Croghan,Lewis,44,-75
18235,33,Crompond,Westchester,41,-74
18236,33,Cropseyville,Rensselaer,43,-73
18237,33,Cross River,Westchester,41,-74
18238,33,Croton Falls,Westchester,41,-74
18239,33,Croton On Hudson,Westchester,41,-74
18240,33,Crown Point,Essex,44,-73
18241,33,Cuba,Allegany,42,-78
18242,33,Cuddebackville,Orange,41,-75
18243,33,Cutchogue,Suffolk,41,-72
18244,33,Dale,Wyoming,43,-78
18245,33,Dalton,Livingston,43,-78
18246,33,Dannemora,Clinton,45,-74
18247,33,Dansville,Livingston,43,-78
18248,33,Darien Center,Genesee,43,-78
18249,33,Davenport,Delaware,42,-75
18250,33,Davenport Center,Delaware,42,-75
18251,33,Dayton,Cattaraugus,42,-79
18252,33,De Kalb Junction,Saint Lawrence,44,-75
18253,33,De Peyster,Saint Lawrence,45,-75
18254,33,De Ruyter,Madison,43,-76
18255,33,Deansboro,Oneida,43,-75
18256,33,Deer Park,Suffolk,41,-73
18257,33,Deer River,Lewis,44,-76
18258,33,Deferiet,Jefferson,44,-76
18259,33,Delancey,Delaware,42,-75
18260,33,Delanson,Schenectady,43,-74
18261,33,Delevan,Cattaraugus,42,-78
18262,33,Delhi,Delaware,42,-75
18263,33,Delmar,Albany,43,-74
18264,33,Delphi Falls,Onondaga,43,-76
18265,33,Denmark,Lewis,44,-76
18266,33,Denver,Delaware,42,-75
18267,33,Depauville,Jefferson,44,-76
18268,33,Depew,Erie,43,-79
18269,33,Deposit,Broome,42,-75
18270,33,Derby,Erie,43,-79
18271,33,Dewittville,Chautauqua,42,-79
18272,33,Dexter,Jefferson,44,-76
18273,33,Diamond Point,Warren,44,-74
18274,33,Dickinson Center,Franklin,45,-75
18275,33,Dobbs Ferry,Westchester,41,-74
18276,33,Dolgeville,Herkimer,43,-75
18277,33,Dormansville,Albany,42,-74
18278,33,Dover Plains,Dutchess,42,-74
18279,33,Downsville,Delaware,42,-75
18280,33,Dresden,Yates,43,-77
18281,33,Dryden,Tompkins,42,-76
18282,33,Duanesburg,Schenectady,43,-74
18283,33,Dundee,Yates,43,-77
18284,33,Dunkirk,Chautauqua,42,-79
18285,33,Durham,Greene,42,-74
18286,33,Durhamville,Oneida,43,-76
18287,33,Eagle Bay,Herkimer,44,-75
18288,33,Eagle Bridge,Rensselaer,43,-73
18289,33,Earlton,Greene,42,-74
18290,33,Earlville,Chenango,43,-76
18291,33,East Amherst,Erie,43,-79
18292,33,East Aurora,Erie,43,-79
18293,33,East Berne,Albany,43,-74
18294,33,East Bethany,Genesee,43,-78
18295,33,East Bloomfield,Ontario,43,-77
18296,33,East Branch,Delaware,42,-75
18297,33,East Chatham,Columbia,42,-73
18298,33,East Concord,Erie,43,-79
18299,33,East Durham,Greene,42,-74
18300,33,East Elmhurst,Queens,41,-74
18301,33,East Greenbush,Rensselaer,43,-74
18302,33,East Hampton,Suffolk,41,-72
18303,33,East Homer,Cortland,43,-76
18304,33,East Islip,Suffolk,41,-73
18305,33,East Jewett,Greene,42,-74
18306,33,East Marion,Suffolk,41,-72
18307,33,East Meadow,Nassau,41,-74
18308,33,East Meredith,Delaware,42,-75
18309,33,East Moriches,Suffolk,41,-73
18310,33,East Nassau,Rensselaer,43,-73
18311,33,East Northport,Suffolk,41,-73
18312,33,East Norwich,Nassau,41,-74
18313,33,East Otto,Cattaraugus,42,-79
18314,33,East Pembroke,Genesee,43,-78
18315,33,East Pharsalia,Chenango,43,-76
18316,33,East Quogue,Suffolk,41,-73
18317,33,East Randolph,Cattaraugus,42,-79
18318,33,East Rochester,Monroe,43,-77
18319,33,East Rockaway,Nassau,41,-74
18320,33,East Schodack,Rensselaer,43,-74
18321,33,East Setauket,Suffolk,41,-73
18322,33,East Springfield,Otsego,43,-75
18323,33,East Syracuse,Onondaga,43,-76
18324,33,East Williamson,Wayne,43,-77
18325,33,East Worcester,Otsego,43,-75
18326,33,Eastchester,Westchester,41,-74
18327,33,Eastport,Suffolk,41,-73
18328,33,Eaton,Madison,43,-76
18329,33,Eden,Erie,43,-79
18330,33,Edmeston,Otsego,43,-75
18331,33,Edwards,Saint Lawrence,44,-75
18332,33,Elba,Genesee,43,-78
18333,33,Elbridge,Onondaga,43,-76
18334,33,Eldred,Sullivan,42,-75
18335,33,Elizabethtown,Essex,44,-74
18336,33,Elizaville,Columbia,42,-74
18337,33,Elka Park,Greene,42,-74
18338,33,Ellenburg,Clinton,45,-74
18339,33,Ellenburg Center,Clinton,45,-74
18340,33,Ellenburg Depot,Clinton,45,-74
18341,33,Ellenville,Ulster,42,-74
18342,33,Ellicottville,Cattaraugus,42,-79
18343,33,Ellington,Chautauqua,42,-79
18344,33,Ellisburg,Jefferson,44,-76
18345,33,Elma,Erie,43,-79
18346,33,Elmhurst,Queens,41,-74
18347,33,Elmira,Chemung,42,-77
18348,33,Elmont,Nassau,41,-74
18349,33,Elmsford,Westchester,41,-74
18350,33,Endicott,Broome,42,-76
18351,33,Endwell,Broome,42,-76
18352,33,Erieville,Madison,43,-76
18353,33,Erin,Chemung,42,-77
18354,33,Esopus,Ulster,42,-74
18355,33,Esperance,Montgomery,43,-74
18356,33,Essex,Essex,44,-73
18357,33,Etna,Tompkins,42,-76
18358,33,Evans Mills,Jefferson,44,-76
18359,33,Fabius,Onondaga,43,-76
18360,33,Fair Haven,Cayuga,43,-77
18361,33,Fairport,Monroe,43,-77
18362,33,Falconer,Chautauqua,42,-79
18363,33,Fallsburg,Sullivan,42,-75
18364,33,Fancher,Orleans,43,-78
18365,33,Far Rockaway,Queens,41,-74
18366,33,Farmersville Station,Cattaraugus,42,-78
18367,33,Farmingdale,Nassau,41,-73
18368,33,Farmington,Ontario,43,-77
18369,33,Farmingville,Suffolk,41,-73
18370,33,Farnham,Erie,43,-79
18371,33,Fayette,Seneca,43,-77
18372,33,Fayetteville,Onondaga,43,-76
18373,33,Felts Mills,Jefferson,44,-76
18374,33,Ferndale,Sullivan,42,-75
18375,33,Feura Bush,Albany,43,-74
18376,33,Fillmore,Allegany,42,-78
18377,33,Findley Lake,Chautauqua,42,-80
18378,33,Fine,Saint Lawrence,44,-75
18379,33,Fishers,Ontario,43,-77
18380,33,Fishers Island,Suffolk,41,-72
18381,33,Fishers Landing,Jefferson,44,-76
18382,33,Fishkill,Dutchess,42,-74
18383,33,Fishs Eddy,Delaware,42,-75
18384,33,Fleischmanns,Delaware,42,-75
18385,33,Floral Park,Nassau,41,-74
18386,33,Floral Park,Queens,41,-74
18387,33,Florida,Orange,41,-74
18388,33,Flushing,Queens,41,-74
18389,33,Fly Creek,Otsego,43,-75
18390,33,Fonda,Montgomery,43,-74
18391,33,Forest Hills,Queens,41,-74
18392,33,Forestburgh,Sullivan,42,-75
18393,33,Forestport,Oneida,43,-75
18394,33,Forestville,Chautauqua,42,-79
18395,33,Fort Ann,Washington,43,-73
18396,33,Fort Covington,Franklin,45,-74
18397,33,Fort Drum,Jefferson,44,-76
18398,33,Fort Edward,Washington,43,-74
18399,33,Fort Hunter,Montgomery,43,-74
18400,33,Fort Johnson,Montgomery,43,-74
18401,33,Fort Montgomery,Orange,41,-74
18402,33,Fort Plain,Montgomery,43,-75
18403,33,Frankfort,Herkimer,43,-75
18404,33,Franklin,Delaware,42,-75
18405,33,Franklin Springs,Oneida,43,-75
18406,33,Franklin Square,Nassau,41,-74
18407,33,Franklinville,Cattaraugus,42,-78
18408,33,Fredonia,Chautauqua,42,-79
18409,33,Freedom,Cattaraugus,42,-78
18410,33,Freehold,Greene,42,-74
18411,33,Freeport,Nassau,41,-74
18412,33,Freeville,Tompkins,42,-76
18413,33,Fremont Center,Sullivan,42,-75
18414,33,Fresh Meadows,Queens,41,-74
18415,33,Frewsburg,Chautauqua,42,-79
18416,33,Friendship,Allegany,42,-78
18417,33,Fulton,Oswego,43,-76
18418,33,Fultonham,Schoharie,43,-74
18419,33,Fultonville,Montgomery,43,-74
18420,33,Gabriels,Franklin,44,-74
18421,33,Gainesville,Wyoming,43,-78
18422,33,Gallupville,Schoharie,43,-74
18423,33,Galway,Saratoga,43,-74
18424,33,Gansevoort,Saratoga,43,-74
18425,33,Garden City,Nassau,41,-74
18426,33,Gardiner,Ulster,42,-74
18427,33,Garnerville,Rockland,41,-74
18428,33,Garrattsville,Otsego,43,-75
18429,33,Garrison,Putnam,41,-74
18430,33,Gasport,Niagara,43,-79
18431,33,Geneseo,Livingston,43,-78
18432,33,Geneva,Ontario,43,-77
18433,33,Genoa,Cayuga,43,-77
18434,33,Georgetown,Madison,43,-76
18435,33,Germantown,Columbia,42,-74
18436,33,Gerry,Chautauqua,42,-79
18437,33,Getzville,Erie,43,-79
18438,33,Ghent,Columbia,42,-74
18439,33,Gilbertsville,Otsego,42,-75
18440,33,Gilboa,Schoharie,42,-74
18441,33,Glasco,Ulster,42,-74
18442,33,Glen Aubrey,Broome,42,-76
18443,33,Glen Cove,Nassau,41,-74
18444,33,Glen Head,Nassau,41,-74
18445,33,Glen Oaks,Queens,41,-74
18446,33,Glen Spey,Sullivan,41,-75
18447,33,Glen Wild,Sullivan,42,-75
18448,33,Glenfield,Lewis,44,-75
18449,33,Glenford,Ulster,42,-74
18450,33,Glenham,Dutchess,42,-74
18451,33,Glenmont,Albany,43,-74
18452,33,Glens Falls,Warren,43,-74
18453,33,Glenwood,Erie,43,-79
18454,33,Glenwood Landing,Nassau,41,-74
18455,33,Gloversville,Fulton,43,-74
18456,33,Goldens Bridge,Westchester,41,-74
18457,33,Gorham,Ontario,43,-77
18458,33,Goshen,Orange,41,-74
18459,33,Gouverneur,Saint Lawrence,44,-75
18460,33,Gowanda,Cattaraugus,42,-79
18461,33,Grafton,Rensselaer,43,-73
18462,33,Grahamsville,Sullivan,42,-75
18463,33,Grand Gorge,Delaware,42,-75
18464,33,Grand Island,Erie,43,-79
18465,33,Granite Springs,Westchester,41,-74
18466,33,Granville,Washington,43,-73
18467,33,Great Bend,Jefferson,44,-76
18468,33,Great Neck,Nassau,41,-74
18469,33,Great River,Suffolk,41,-73
18470,33,Great Valley,Cattaraugus,42,-79
18471,33,Greene,Chenango,42,-76
18472,33,Greenfield Center,Saratoga,43,-74
18473,33,Greenfield Park,Ulster,42,-75
18474,33,Greenhurst,Chautauqua,42,-79
18475,33,Greenlawn,Suffolk,41,-73
18476,33,Greenport,Suffolk,41,-72
18477,33,Greenvale,Nassau,41,-74
18478,33,Greenville,Greene,42,-74
18479,33,Greenwich,Washington,43,-74
18480,33,Greenwood,Steuben,42,-78
18481,33,Greenwood Lake,Orange,41,-74
18482,33,Greig,Lewis,44,-75
18483,33,Groton,Tompkins,43,-76
18484,33,Groveland,Livingston,43,-78
18485,33,Guilderland,Albany,43,-74
18486,33,Guilderland Center,Albany,43,-74
18487,33,Guilford,Chenango,42,-75
18488,33,Hadley,Saratoga,43,-74
18489,33,Hagaman,Montgomery,43,-74
18490,33,Hague,Warren,44,-74
18491,33,Hailesboro,Saint Lawrence,44,-75
18492,33,Haines Falls,Greene,42,-74
18493,33,Halcottsville,Delaware,42,-75
18494,33,Hall,Ontario,43,-77
18495,33,Hamburg,Erie,43,-79
18496,33,Hamden,Delaware,42,-75
18497,33,Hamilton,Madison,43,-76
18498,33,Hamlin,Monroe,43,-78
18499,33,Hammond,Saint Lawrence,44,-76
18500,33,Hammondsport,Steuben,42,-77
18501,33,Hampton,Washington,43,-73
18502,33,Hampton Bays,Suffolk,41,-73
18503,33,Hancock,Delaware,42,-75
18504,33,Hankins,Sullivan,42,-75
18505,33,Hannacroix,Greene,42,-74
18506,33,Hannawa Falls,Saint Lawrence,45,-75
18507,33,Hannibal,Oswego,43,-77
18508,33,Harford,Cortland,42,-76
18509,33,Harpersfield,Delaware,42,-75
18510,33,Harpursville,Broome,42,-76
18511,33,Harriman,Orange,41,-74
18512,33,Harris,Sullivan,42,-75
18513,33,Harrison,Westchester,41,-74
18514,33,Harrisville,Lewis,44,-75
18515,33,Hartford,Washington,43,-73
18516,33,Hartsdale,Westchester,41,-74
18517,33,Hartwick,Otsego,43,-75
18518,33,Hastings,Oswego,43,-76
18519,33,Hastings On Hudson,Westchester,41,-74
18520,33,Hauppauge,Suffolk,41,-73
18521,33,Haverstraw,Rockland,41,-74
18522,33,Hawthorne,Westchester,41,-74
18523,33,Hector,Schuyler,42,-77
18524,33,Helena,Saint Lawrence,45,-75
18525,33,Hemlock,Livingston,43,-78
18526,33,Hempstead,Nassau,41,-74
18527,33,Henderson,Jefferson,44,-76
18528,33,Henderson Harbor,Jefferson,44,-76
18529,33,Henrietta,Monroe,43,-78
18530,33,Hensonville,Greene,42,-74
18531,33,Herkimer,Herkimer,43,-75
18532,33,Hermon,Saint Lawrence,44,-75
18533,33,Heuvelton,Saint Lawrence,45,-75
18534,33,Hewlett,Nassau,41,-74
18535,33,Hicksville,Nassau,41,-74
18536,33,High Falls,Ulster,42,-74
18537,33,Highland,Ulster,42,-74
18538,33,Highland Falls,Orange,41,-74
18539,33,Highland Lake,Sullivan,42,-75
18540,33,Highland Mills,Orange,41,-74
18541,33,Highmount,Ulster,42,-74
18542,33,Hillburn,Rockland,41,-74
18543,33,Hillsdale,Columbia,42,-74
18544,33,Hilton,Monroe,43,-78
18545,33,Himrod,Yates,43,-77
18546,33,Hinckley,Oneida,43,-75
18547,33,Hinsdale,Cattaraugus,42,-78
18548,33,Hobart,Delaware,42,-75
18549,33,Hoffmeister,Hamilton,43,-75
18550,33,Hogansburg,Franklin,45,-75
18551,33,Holbrook,Suffolk,41,-73
18552,33,Holland,Erie,43,-79
18553,33,Holland Patent,Oneida,43,-75
18554,33,Holley,Orleans,43,-78
18555,33,Hollis,Queens,41,-74
18556,33,Hollowville,Columbia,42,-74
18557,33,Holmes,Dutchess,42,-74
18558,33,Holtsville,Suffolk,41,-73
18559,33,Homer,Cortland,43,-76
18560,33,Honeoye,Ontario,43,-78
18561,33,Honeoye Falls,Monroe,43,-78
18562,33,Hoosick,Rensselaer,43,-73
18563,33,Hoosick Falls,Rensselaer,43,-73
18564,33,Hopewell Junction,Dutchess,42,-74
18565,33,Hornell,Steuben,42,-78
18566,33,Horseheads,Chemung,42,-77
18567,33,Hortonville,Sullivan,42,-75
18568,33,Houghton,Allegany,42,-78
18569,33,Howard Beach,Queens,41,-74
18570,33,Howells,Orange,41,-74
18571,33,Howes Cave,Schoharie,43,-74
18572,33,Hubbardsville,Madison,43,-75
18573,33,Hudson,Columbia,42,-74
18574,33,Hudson Falls,Washington,43,-74
18575,33,Hughsonville,Dutchess,42,-74
18576,33,Huguenot,Orange,41,-75
18577,33,Huletts Landing,Washington,44,-74
18578,33,Hume,Allegany,42,-78
18579,33,Hunt,Livingston,43,-78
18580,33,Hunter,Greene,42,-74
18581,33,Huntington,Suffolk,41,-73
18582,33,Huntington Station,Suffolk,41,-73
18583,33,Hurley,Ulster,42,-74
18584,33,Hurleyville,Sullivan,42,-75
18585,33,Hyde Park,Dutchess,42,-74
18586,33,Ilion,Herkimer,43,-75
18587,33,Indian Lake,Hamilton,44,-74
18588,33,Inlet,Hamilton,44,-75
18589,33,Interlaken,Seneca,43,-77
18590,33,Inwood,Nassau,41,-74
18591,33,Ionia,Ontario,43,-78
18592,33,Irving,Chautauqua,43,-79
18593,33,Irvington,Westchester,41,-74
18594,33,Island Park,Nassau,41,-74
18595,33,Islandia,Suffolk,41,-73
18596,33,Islip,Suffolk,41,-73
18597,33,Islip Terrace,Suffolk,41,-73
18598,33,Ithaca,Tompkins,42,-76
18599,33,Jackson Heights,Queens,41,-74
18600,33,Jacksonville,Tompkins,43,-77
18601,33,Jamaica,Queens,41,-74
18602,33,Jamesport,Suffolk,41,-73
18603,33,Jamestown,Chautauqua,42,-79
18604,33,Jamesville,Onondaga,43,-76
18605,33,Jasper,Steuben,42,-77
18606,33,Java Center,Wyoming,43,-78
18607,33,Java Village,Wyoming,43,-78
18608,33,Jay,Essex,44,-74
18609,33,Jefferson,Schoharie,42,-75
18610,33,Jefferson Valley,Westchester,41,-74
18611,33,Jeffersonville,Sullivan,42,-75
18612,33,Jericho,Nassau,41,-74
18613,33,Jewett,Greene,42,-74
18614,33,Johnsburg,Warren,44,-74
18615,33,Johnson,Orange,41,-75
18616,33,Johnson City,Broome,42,-76
18617,33,Johnsonville,Rensselaer,43,-73
18618,33,Johnstown,Fulton,43,-74
18619,33,Jordan,Onondaga,43,-76
18620,33,Jordanville,Herkimer,43,-75
18621,33,Kanona,Steuben,42,-77
18622,33,Katonah,Westchester,41,-74
18623,33,Kattskill Bay,Warren,44,-74
18624,33,Kauneonga Lake,Sullivan,42,-75
18625,33,Keene,Essex,44,-74
18626,33,Keene Valley,Essex,44,-74
18627,33,Keeseville,Clinton,45,-74
18628,33,Kendall,Orleans,43,-78
18629,33,Kennedy,Chautauqua,42,-79
18630,33,Kenoza Lake,Sullivan,42,-75
18631,33,Kent,Orleans,43,-78
18632,33,Kerhonkson,Ulster,42,-74
18633,33,Keuka Park,Yates,43,-77
18634,33,Kew Gardens,Queens,41,-74
18635,33,Kiamesha Lake,Sullivan,42,-75
18636,33,Kill Buck,Cattaraugus,42,-79
18637,33,Killawog,Broome,42,-76
18638,33,Kinderhook,Columbia,42,-74
18639,33,King Ferry,Cayuga,43,-77
18640,33,Kings Park,Suffolk,41,-73
18641,33,Kingston,Ulster,42,-74
18642,33,Kirkville,Onondaga,43,-76
18643,33,Kirkwood,Broome,42,-76
18644,33,Knowlesville,Orleans,43,-78
18645,33,Knox,Albany,43,-74
18646,33,Knoxboro,Oneida,43,-76
18647,33,La Fargeville,Jefferson,44,-76
18648,33,La Fayette,Onondaga,43,-76
18649,33,Lacona,Oswego,44,-76
18650,33,Lagrangeville,Dutchess,42,-74
18651,33,Lake Clear,Franklin,44,-74
18652,33,Lake George,Warren,43,-74
18653,33,Lake Grove,Suffolk,41,-73
18654,33,Lake Hill,Ulster,42,-74
18655,33,Lake Huntington,Sullivan,42,-75
18656,33,Lake Katrine,Ulster,42,-74
18657,33,Lake Luzerne,Warren,43,-74
18658,33,Lake Peekskill,Putnam,41,-74
18659,33,Lake Placid,Essex,44,-74
18660,33,Lake Pleasant,Hamilton,43,-74
18661,33,Lake View,Erie,43,-79
18662,33,Lakemont,Yates,43,-77
18663,33,Lakeville,Livingston,43,-78
18664,33,Lakewood,Chautauqua,42,-79
18665,33,Lancaster,Erie,43,-79
18666,33,Lanesville,Greene,42,-74
18667,33,Lansing,Tompkins,43,-77
18668,33,Larchmont,Westchester,41,-74
18669,33,Latham,Albany,43,-74
18670,33,Laurel,Suffolk,41,-73
18671,33,Laurens,Otsego,43,-75
18672,33,Lawrence,Nassau,41,-74
18673,33,Lawrenceville,Saint Lawrence,45,-75
18674,33,Lawtons,Erie,43,-79
18675,33,Le Roy,Genesee,43,-78
18676,33,Lee Center,Oneida,43,-76
18677,33,Leeds,Greene,42,-74
18678,33,Leicester,Livingston,43,-78
18679,33,Leon,Cattaraugus,42,-79
18680,33,Leonardsville,Madison,43,-75
18681,33,Levittown,Nassau,41,-74
18682,33,Lewis,Essex,44,-74
18683,33,Lewiston,Niagara,43,-79
18684,33,Lexington,Greene,42,-74
18685,33,Liberty,Sullivan,42,-75
18686,33,Lily Dale,Chautauqua,42,-79
18687,33,Lima,Livingston,43,-78
18688,33,Limerick,Jefferson,44,-76
18689,33,Limestone,Cattaraugus,42,-79
18690,33,Lincolndale,Westchester,41,-74
18691,33,Lindenhurst,Suffolk,41,-73
18692,33,Lindley,Steuben,42,-77
18693,33,Linwood,Genesee,43,-78
18694,33,Lisbon,Saint Lawrence,45,-75
18695,33,Lisle,Broome,42,-76
18696,33,Little Falls,Herkimer,43,-75
18697,33,Little Genesee,Allegany,42,-78
18698,33,Little Neck,Queens,41,-74
18699,33,Little Valley,Cattaraugus,42,-79
18700,33,Little York,Cortland,43,-76
18701,33,Liverpool,Onondaga,43,-76
18702,33,Livingston,Columbia,42,-74
18703,33,Livingston Manor,Sullivan,42,-75
18704,33,Livonia,Livingston,43,-78
18705,33,Livonia Center,Livingston,43,-78
18706,33,Loch Sheldrake,Sullivan,42,-75
18707,33,Locke,Cayuga,43,-76
18708,33,Lockport,Niagara,43,-79
18709,33,Lockwood,Tioga,42,-77
18710,33,Locust Valley,Nassau,41,-74
18711,33,Lodi,Seneca,43,-77
18712,33,Long Beach,Nassau,41,-74
18713,33,Long Eddy,Sullivan,42,-75
18714,33,Long Island City,Queens,41,-74
18715,33,Long Lake,Hamilton,44,-74
18716,33,Lorraine,Jefferson,44,-76
18717,33,Lowman,Chemung,42,-77
18718,33,Lowville,Lewis,44,-75
18719,33,Lycoming,Oswego,43,-76
18720,33,Lynbrook,Nassau,41,-74
18721,33,Lyndonville,Orleans,43,-78
18722,33,Lyon Mountain,Clinton,45,-74
18723,33,Lyons,Wayne,43,-77
18724,33,Lyons Falls,Lewis,44,-75
18725,33,Macedon,Wayne,43,-77
18726,33,Machias,Cattaraugus,42,-79
18727,33,Madison,Madison,43,-76
18728,33,Madrid,Saint Lawrence,45,-75
18729,33,Mahopac,Putnam,41,-74
18730,33,Mahopac Falls,Putnam,41,-74
18731,33,Maine,Broome,42,-76
18732,33,Malden Bridge,Columbia,42,-74
18733,33,Malden On Hudson,Ulster,42,-74
18734,33,Mallory,Oswego,43,-76
18735,33,Malone,Franklin,45,-74
18736,33,Malverne,Nassau,41,-74
18737,33,Mamaroneck,Westchester,41,-74
18738,33,Manchester,Ontario,43,-77
18739,33,Manhasset,Nassau,41,-74
18740,33,Manlius,Onondaga,43,-76
18741,33,Mannsville,Jefferson,44,-76
18742,33,Manorville,Suffolk,41,-73
18743,33,Maple Springs,Chautauqua,42,-79
18744,33,Maple View,Oswego,43,-76
18745,33,Maplecrest,Greene,42,-74
18746,33,Marathon,Cortland,42,-76
18747,33,Marcellus,Onondaga,43,-76
18748,33,Marcy,Oneida,43,-75
18749,33,Margaretville,Delaware,42,-75
18750,33,Marietta,Onondaga,43,-76
18751,33,Marilla,Erie,43,-79
18752,33,Marion,Wayne,43,-77
18753,33,Marlboro,Ulster,42,-74
18754,33,Martinsburg,Lewis,44,-75
18755,33,Martville,Cayuga,43,-77
18756,33,Maryknoll,Westchester,41,-74
18757,33,Maryland,Otsego,43,-75
18758,33,Masonville,Delaware,42,-75
18759,33,Maspeth,Queens,41,-74
18760,33,Massapequa,Nassau,41,-73
18761,33,Massapequa Park,Nassau,41,-73
18762,33,Massena,Saint Lawrence,45,-75
18763,33,Mastic,Suffolk,41,-73
18764,33,Mastic Beach,Suffolk,41,-73
18765,33,Mattituck,Suffolk,41,-73
18766,33,Maybrook,Orange,41,-74
18767,33,Mayfield,Fulton,43,-74
18768,33,Mayville,Chautauqua,42,-79
18769,33,Mc Connellsville,Oneida,43,-76
18770,33,Mc Donough,Chenango,43,-76
18771,33,Mc Graw,Cortland,43,-76
18772,33,Mc Lean,Tompkins,43,-76
18773,33,Mechanicville,Saratoga,43,-74
18774,33,Mecklenburg,Schuyler,42,-77
18775,33,Medford,Suffolk,41,-73
18776,33,Medina,Orleans,43,-78
18777,33,Medusa,Albany,42,-74
18778,33,Mellenville,Columbia,42,-74
18779,33,Melrose,Rensselaer,43,-74
18780,33,Melville,Suffolk,41,-73
18781,33,Memphis,Onondaga,43,-76
18782,33,Mendon,Monroe,43,-78
18783,33,Meridale,Delaware,42,-75
18784,33,Meridian,Cayuga,43,-77
18785,33,Merrick,Nassau,41,-74
18786,33,Mexico,Oswego,43,-76
18787,33,Middle Falls,Washington,43,-74
18788,33,Middle Granville,Washington,43,-73
18789,33,Middle Grove,Saratoga,43,-74
18790,33,Middle Island,Suffolk,41,-73
18791,33,Middle Village,Queens,41,-74
18792,33,Middleburgh,Schoharie,43,-74
18793,33,Middleport,Niagara,43,-78
18794,33,Middlesex,Yates,43,-77
18795,33,Middletown,Orange,41,-74
18796,33,Middleville,Herkimer,43,-75
18797,33,Milford,Otsego,43,-75
18798,33,Mill Neck,Nassau,41,-74
18799,33,Millbrook,Dutchess,42,-74
18800,33,Miller Place,Suffolk,41,-73
18801,33,Millerton,Dutchess,42,-74
18802,33,Millport,Chemung,42,-77
18803,33,Millwood,Westchester,41,-74
18804,33,Milton,Ulster,42,-74
18805,33,Mineola,Nassau,41,-74
18806,33,Minerva,Essex,44,-74
18807,33,Minetto,Oswego,43,-76
18808,33,Mineville,Essex,44,-74
18809,33,Minoa,Onondaga,43,-76
18810,33,Model City,Niagara,43,-79
18811,33,Modena,Ulster,42,-74
18812,33,Mohawk,Herkimer,43,-75
18813,33,Mohegan Lake,Westchester,41,-74
18814,33,Moira,Franklin,45,-75
18815,33,Mongaup Valley,Sullivan,42,-75
18816,33,Monroe,Orange,41,-74
18817,33,Monsey,Rockland,41,-74
18818,33,Montauk,Suffolk,41,-72
18819,33,Montezuma,Cayuga,43,-77
18820,33,Montgomery,Orange,42,-74
18821,33,Monticello,Sullivan,42,-75
18822,33,Montour Falls,Schuyler,42,-77
18823,33,Montrose,Westchester,41,-74
18824,33,Mooers,Clinton,45,-74
18825,33,Mooers Forks,Clinton,45,-74
18826,33,Moravia,Cayuga,43,-76
18827,33,Moriah,Essex,44,-74
18828,33,Moriah Center,Essex,44,-74
18829,33,Moriches,Suffolk,41,-73
18830,33,Morris,Otsego,43,-75
18831,33,Morrisonville,Clinton,45,-74
18832,33,Morristown,Saint Lawrence,45,-76
18833,33,Morrisville,Madison,43,-76
18834,33,Morton,Monroe,43,-78
18835,33,Mottville,Onondaga,43,-76
18836,33,Mount Kisco,Westchester,41,-74
18837,33,Mount Marion,Ulster,42,-74
18838,33,Mount Morris,Livingston,43,-78
18839,33,Mount Sinai,Suffolk,41,-73
18840,33,Mount Tremper,Ulster,42,-74
18841,33,Mount Upton,Chenango,42,-75
18842,33,Mount Vernon,Westchester,41,-74
18843,33,Mount Vision,Otsego,43,-75
18844,33,Mountain Dale,Sullivan,42,-75
18845,33,Mountainville,Orange,41,-74
18846,33,Mumford,Monroe,43,-78
18847,33,Munnsville,Madison,43,-76
18848,33,Nanuet,Rockland,41,-74
18849,33,Napanoch,Ulster,42,-74
18850,33,Naples,Ontario,43,-77
18851,33,Narrowsburg,Sullivan,42,-75
18852,33,Nassau,Rensselaer,43,-74
18853,33,Natural Bridge,Jefferson,44,-76
18854,33,Nedrow,Onondaga,43,-76
18855,33,Nelliston,Montgomery,43,-75
18856,33,Nesconset,Suffolk,41,-73
18857,33,Neversink,Sullivan,42,-75
18858,33,New Baltimore,Greene,42,-74
18859,33,New Berlin,Chenango,43,-75
18860,33,New City,Rockland,41,-74
18861,33,New Hampton,Orange,41,-74
